order_id,customer_id,channel_id,store_id,order_date,billing_address_id,shipping_address_id,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount,order_date_int
1000000000,356,1,-1.0,2024-11-26 07:50:00,-1.0,1595,FULFILLED,ARS,51600.0,10836.0,1200.0,63636.0,202411260750
1000000001,601,1,-1.0,2024-01-31 01:00:00,-1.0,3534,CREATED,ARS,63840.0,13406.4,900.0,78146.4,202401310100
1000000002,1234,1,-1.0,2025-02-26 19:39:00,-1.0,4063,FULFILLED,ARS,25260.0,5304.6,1500.0,32064.6,202502261939
1000000003,156,1,-1.0,2025-03-01 17:35:00,-1.0,1507,FULFILLED,ARS,25500.0,5355.0,0.0,30855.0,202503011735
1000000004,616,2,4.0,2024-03-30 02:46:00,4.0,4,FULFILLED,ARS,44175.0,9276.75,0.0,53451.75,202403300246
1000000005,614,2,2.0,2024-03-12 20:54:00,2.0,2,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0,202403122054
1000000006,188,1,-1.0,2025-07-15 22:55:00,-1.0,2148,REFUNDED,ARS,14250.0,2992.5,1200.0,18442.5,202507152255
1000000007,17,1,-1.0,2024-11-11 20:15:00,-1.0,3577,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0,202411112015
1000000008,1148,1,-1.0,2024-08-25 03:29:00,-1.0,1490,FULFILLED,ARS,89100.0,18711.0,1200.0,109011.0,202408250329
1000000009,1037,1,-1.0,2024-03-30 10:34:00,-1.0,1974,PAID,ARS,12825.0,2693.25,1200.0,16718.25,202403301034
1000000010,1336,2,1.0,2024-03-13 02:19:00,1.0,1,REFUNDED,ARS,14700.0,3087.0,0.0,17787.0,202403130219
1000000011,1239,2,4.0,2025-06-17 03:46:00,4.0,4,FULFILLED,ARS,34140.0,7169.4,0.0,41309.4,202506170346
1000000012,1426,2,3.0,2024-08-09 14:38:00,3.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,202408091438
1000000013,862,2,1.0,2025-03-23 11:26:00,1.0,1,PAID,ARS,101887.5,21396.38,0.0,123283.88,202503231126
1000000014,181,1,-1.0,2025-08-18 12:46:00,-1.0,3917,PAID,ARS,11760.0,2469.6,900.0,15129.6,202508181246
1000000015,700,1,-1.0,2024-09-15 12:43:00,-1.0,1803,CANCELLED,ARS,23520.0,4939.2,1200.0,29659.2,202409151243
1000000016,475,1,-1.0,2025-08-27 22:46:00,-1.0,3558,FULFILLED,ARS,22680.0,4762.8,1200.0,28642.8,202508272246
1000000017,753,2,2.0,2025-02-19 14:36:00,2.0,2,FULFILLED,ARS,66870.0,14042.7,0.0,80912.7,202502191436
1000000018,1151,1,-1.0,2024-07-14 15:20:00,-1.0,2691,CANCELLED,ARS,81990.0,17217.9,900.0,100107.9,202407141520
1000000019,793,1,-1.0,2025-04-21 04:12:00,-1.0,3612,FULFILLED,ARS,37044.0,7779.24,1200.0,46023.24,202504210412
1000000020,866,1,-1.0,2024-05-06 01:36:00,-1.0,3374,FULFILLED,ARS,49500.0,10395.0,0.0,59895.0,202405060136
1000000021,1110,1,-1.0,2025-09-23 22:05:00,-1.0,2545,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2,202509232205
1000000022,854,2,1.0,2024-03-31 02:16:00,1.0,1,REFUNDED,ARS,24000.0,5040.0,0.0,29040.0,202403310216
1000000023,379,2,3.0,2025-07-05 19:42:00,3.0,3,FULFILLED,ARS,68400.0,14364.0,0.0,82764.0,202507051942
1000000024,441,2,2.0,2025-03-02 15:57:00,2.0,2,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,202503021557
1000000025,125,1,-1.0,2025-08-26 06:57:00,-1.0,1512,FULFILLED,ARS,70087.5,14718.38,1200.0,86005.88,202508260657
1000000026,1201,1,-1.0,2024-12-12 23:59:00,-1.0,1297,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0,202412122359
1000000027,1055,1,-1.0,2024-12-02 01:44:00,-1.0,2858,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0,202412020144
1000000028,382,1,-1.0,2024-05-17 06:11:00,-1.0,2419,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0,202405170611
1000000029,1456,1,-1.0,2025-09-14 02:43:00,-1.0,2421,FULFILLED,ARS,64740.0,13595.4,900.0,79235.4,202509140243
1000000030,1377,2,4.0,2025-06-09 19:02:00,4.0,4,PAID,ARS,34200.0,7182.0,0.0,41382.0,202506091902
1000000031,1375,2,4.0,2025-05-10 11:15:00,4.0,4,PAID,ARS,23520.0,4939.2,0.0,28459.2,202505101115
1000000032,821,1,-1.0,2025-03-15 14:37:00,-1.0,1920,FULFILLED,ARS,27000.0,5670.0,1200.0,33870.0,202503151437
1000000033,1475,2,4.0,2024-06-08 03:23:00,4.0,4,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0,202406080323
1000000034,634,2,2.0,2024-11-17 01:24:00,2.0,2,FULFILLED,ARS,85387.5,17931.38,0.0,103318.88,202411170124
1000000035,585,2,1.0,2024-01-12 05:54:00,1.0,1,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0,202401120554
1000000036,180,1,-1.0,2024-09-24 18:59:00,-1.0,2859,FULFILLED,ARS,49800.0,10458.0,900.0,61158.0,202409241859
1000000037,482,1,-1.0,2024-01-26 00:07:00,-1.0,3321,FULFILLED,ARS,24696.0,5186.16,1200.0,31082.16,202401260007
1000000038,620,2,1.0,2024-02-02 22:29:00,1.0,1,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,202402022229
1000000039,603,2,1.0,2024-05-23 04:42:00,1.0,1,FULFILLED,ARS,59160.0,12423.6,0.0,71583.6,202405230442
1000000040,1028,1,-1.0,2024-03-04 06:58:00,-1.0,2145,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0,202403040658
1000000041,1005,2,3.0,2024-01-14 09:59:00,3.0,3,FULFILLED,ARS,24510.0,5147.1,0.0,29657.1,202401140959
1000000042,790,1,-1.0,2024-09-27 21:17:00,-1.0,1029,FULFILLED,ARS,10260.0,2154.6,1500.0,13914.6,202409272117
1000000043,665,1,-1.0,2024-05-21 10:46:00,-1.0,3039,PAID,ARS,39600.0,8316.0,900.0,48816.0,202405211046
1000000044,562,1,-1.0,2025-09-02 12:32:00,-1.0,2131,FULFILLED,ARS,73500.0,15435.0,1500.0,90435.0,202509021232
1000000045,998,1,-1.0,2024-02-01 13:14:00,-1.0,2980,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0,202402011314
1000000046,276,1,-1.0,2024-01-12 03:01:00,-1.0,1489,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0,202401120301
1000000047,1469,2,2.0,2024-03-08 08:53:00,2.0,2,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0,202403080853
1000000048,408,2,2.0,2024-09-13 16:10:00,2.0,2,CREATED,ARS,23520.0,4939.2,0.0,28459.2,202409131610
1000000049,1360,2,2.0,2024-08-11 19:35:00,2.0,2,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0,202408111935
1000000050,1423,1,-1.0,2024-07-25 00:25:00,-1.0,1661,FULFILLED,ARS,28500.0,5985.0,1200.0,35685.0,202407250025
1000000051,741,1,-1.0,2024-09-15 06:10:00,-1.0,2863,FULFILLED,ARS,30870.0,6482.7,900.0,38252.7,202409150610
1000000052,969,1,-1.0,2024-11-04 03:12:00,-1.0,2608,FULFILLED,ARS,70560.0,14817.6,0.0,85377.6,202411040312
1000000053,729,1,-1.0,2024-08-10 06:19:00,-1.0,1454,CANCELLED,ARS,27000.0,5670.0,900.0,33570.0,202408100619
1000000054,251,2,4.0,2024-03-16 02:19:00,4.0,4,PAID,ARS,12348.0,2593.08,0.0,14941.08,202403160219
1000000055,1087,2,1.0,2025-07-23 20:26:00,1.0,1,PAID,ARS,42750.0,8977.5,0.0,51727.5,202507232026
1000000056,659,1,-1.0,2025-04-12 15:37:00,-1.0,2887,FULFILLED,ARS,71025.0,14915.25,1200.0,87140.25,202504121537
1000000057,338,2,4.0,2025-02-21 05:51:00,4.0,4,FULFILLED,ARS,28425.0,5969.25,0.0,34394.25,202502210551
1000000058,1068,1,-1.0,2024-09-21 03:01:00,-1.0,3071,CANCELLED,ARS,43350.0,9103.5,1500.0,53953.5,202409210301
1000000059,958,1,-1.0,2024-07-01 13:26:00,-1.0,3535,FULFILLED,ARS,64200.0,13482.0,0.0,77682.0,202407011326
1000000060,428,2,4.0,2024-02-25 20:21:00,4.0,4,CANCELLED,ARS,29160.0,6123.6,0.0,35283.6,202402252021
1000000061,1337,1,-1.0,2025-03-01 10:20:00,-1.0,1084,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0,202503011020
1000000062,1442,2,3.0,2024-12-23 12:02:00,3.0,3,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0,202412231202
1000000063,939,1,-1.0,2024-05-30 10:17:00,-1.0,1406,FULFILLED,ARS,37044.0,7779.24,1500.0,46323.24,202405301017
1000000064,1409,1,-1.0,2025-03-04 14:45:00,-1.0,1307,FULFILLED,ARS,14850.0,3118.5,1200.0,19168.5,202503041445
1000000065,1062,1,-1.0,2024-09-17 00:43:00,-1.0,2399,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,202409170043
1000000066,988,1,-1.0,2024-01-26 06:33:00,-1.0,1134,CANCELLED,ARS,35280.0,7408.8,1200.0,43888.8,202401260633
1000000067,778,1,-1.0,2025-04-11 16:23:00,-1.0,2248,REFUNDED,ARS,14700.0,3087.0,900.0,18687.0,202504111623
1000000068,77,1,-1.0,2024-12-01 10:53:00,-1.0,1620,PAID,ARS,84435.0,17731.35,0.0,102166.35,202412011053
1000000069,700,1,-1.0,2024-06-12 09:38:00,-1.0,1476,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0,202406120938
1000000070,425,1,-1.0,2025-07-25 23:51:00,-1.0,1428,PAID,ARS,12000.0,2520.0,900.0,15420.0,202507252351
1000000071,1271,2,3.0,2024-07-22 18:00:00,3.0,3,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,202407221800
1000000072,1129,1,-1.0,2024-02-02 08:20:00,-1.0,3536,PAID,ARS,12825.0,2693.25,1500.0,17018.25,202402020820
1000000073,1224,1,-1.0,2024-12-07 21:18:00,-1.0,2119,PAID,ARS,15435.0,3241.35,900.0,19576.35,202412072118
1000000074,446,1,-1.0,2024-12-14 04:41:00,-1.0,3064,FULFILLED,ARS,56340.0,11831.4,900.0,69071.4,202412140441
1000000075,867,1,-1.0,2025-03-22 18:16:00,-1.0,3681,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0,202503221816
1000000076,127,1,-1.0,2024-03-01 10:21:00,-1.0,4185,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2,202403011021
1000000077,874,2,1.0,2024-12-04 22:39:00,1.0,1,PAID,ARS,23520.0,4939.2,0.0,28459.2,202412042239
1000000078,814,1,-1.0,2025-01-09 21:43:00,-1.0,3363,FULFILLED,ARS,40650.0,8536.5,0.0,49186.5,202501092143
1000000079,1189,1,-1.0,2025-09-16 02:56:00,-1.0,1836,PAID,ARS,32400.0,6804.0,1200.0,40404.0,202509160256
1000000080,584,1,-1.0,2024-11-11 06:28:00,-1.0,1065,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0,202411110628
1000000081,1433,1,-1.0,2025-02-02 01:45:00,-1.0,1949,FULFILLED,ARS,52800.0,11088.0,900.0,64788.0,202502020145
1000000082,670,1,-1.0,2025-09-21 10:27:00,-1.0,4099,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0,202509211027
1000000083,464,1,-1.0,2024-02-10 17:47:00,-1.0,1838,REFUNDED,ARS,38100.0,8001.0,1200.0,47301.0,202402101747
1000000084,535,1,-1.0,2024-11-25 14:26:00,-1.0,1149,PAID,ARS,15000.0,3150.0,900.0,19050.0,202411251426
1000000085,655,1,-1.0,2025-03-01 02:58:00,-1.0,3181,FULFILLED,ARS,12348.0,2593.08,1500.0,16441.08,202503010258
1000000086,833,1,-1.0,2025-08-18 10:52:00,-1.0,3247,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0,202508181052
1000000087,490,1,-1.0,2024-12-13 04:53:00,-1.0,2445,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0,202412130453
1000000088,360,1,-1.0,2024-02-03 13:58:00,-1.0,2456,FULFILLED,ARS,56400.0,11844.0,900.0,69144.0,202402031358
1000000089,1227,1,-1.0,2025-06-18 12:09:00,-1.0,2172,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5,202506181209
1000000090,624,1,-1.0,2024-01-27 19:31:00,-1.0,1034,FULFILLED,ARS,36825.0,7733.25,900.0,45458.25,202401271931
1000000091,228,1,-1.0,2024-02-17 18:12:00,-1.0,3298,FULFILLED,ARS,91192.5,19150.42,0.0,110342.92,202402171812
1000000092,770,1,-1.0,2024-06-13 13:46:00,-1.0,1772,FULFILLED,ARS,30000.0,6300.0,900.0,37200.0,202406131346
1000000093,54,2,2.0,2024-11-14 23:26:00,2.0,2,FULFILLED,ARS,84675.0,17781.75,0.0,102456.75,202411142326
1000000094,1006,2,4.0,2024-12-27 03:05:00,4.0,4,PAID,ARS,74700.0,15687.0,0.0,90387.0,202412270305
1000000095,247,1,-1.0,2025-09-25 18:29:00,-1.0,2291,FULFILLED,ARS,48510.0,10187.1,1200.0,59897.1,202509251829
1000000096,1127,2,3.0,2025-05-23 10:43:00,3.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,202505231043
1000000097,757,2,2.0,2024-06-12 17:56:00,2.0,2,FULFILLED,ARS,15435.0,3241.35,0.0,18676.35,202406121756
1000000098,520,1,-1.0,2025-01-16 08:09:00,-1.0,3443,FULFILLED,ARS,35910.0,7541.1,900.0,44351.1,202501160809
1000000099,258,1,-1.0,2024-02-27 14:31:00,-1.0,1224,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0,202402271431
1000000100,467,1,-1.0,2024-07-30 11:35:00,-1.0,2885,CANCELLED,ARS,23148.0,4861.08,900.0,28909.08,202407301135
1000000101,3,1,-1.0,2024-03-30 02:45:00,-1.0,1219,PAID,ARS,36000.0,7560.0,900.0,44460.0,202403300245
1000000102,334,1,-1.0,2024-11-19 07:00:00,-1.0,3863,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,202411190700
1000000103,802,2,3.0,2024-03-25 03:53:00,3.0,3,CREATED,ARS,30780.0,6463.8,0.0,37243.8,202403250353
1000000104,999,1,-1.0,2024-03-23 20:55:00,-1.0,4048,REFUNDED,ARS,30000.0,6300.0,1200.0,37500.0,202403232055
1000000105,176,1,-1.0,2024-05-12 04:27:00,-1.0,3440,FULFILLED,ARS,21600.0,4536.0,1200.0,27336.0,202405120427
1000000106,801,1,-1.0,2025-02-08 08:09:00,-1.0,3956,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0,202502080809
1000000107,1113,1,-1.0,2024-05-22 03:56:00,-1.0,2943,FULFILLED,ARS,34020.0,7144.2,900.0,42064.2,202405220356
1000000108,810,2,4.0,2025-07-04 04:11:00,4.0,4,FULFILLED,ARS,46305.0,9724.05,0.0,56029.05,202507040411
1000000109,581,2,4.0,2024-04-22 08:18:00,4.0,4,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0,202404220818
1000000110,1284,2,2.0,2025-06-04 21:13:00,2.0,2,CANCELLED,ARS,68070.0,14294.7,0.0,82364.7,202506042113
1000000111,1333,1,-1.0,2024-12-20 15:47:00,-1.0,2876,FULFILLED,ARS,15435.0,3241.35,1200.0,19876.35,202412201547
1000000112,24,2,2.0,2025-02-28 17:43:00,2.0,2,PAID,ARS,76770.0,16121.7,0.0,92891.7,202502281743
1000000113,1222,2,1.0,2024-01-21 02:59:00,1.0,1,CANCELLED,ARS,12936.0,2716.56,0.0,15652.56,202401210259
1000000114,63,2,1.0,2024-09-17 08:06:00,1.0,1,PAID,ARS,9720.0,2041.2,0.0,11761.2,202409170806
1000000115,1078,1,-1.0,2024-02-19 00:47:00,-1.0,3,REFUNDED,ARS,21600.0,4536.0,1500.0,27636.0,202402190047
1000000116,1091,1,-1.0,2024-07-01 10:24:00,-1.0,3609,FULFILLED,ARS,39600.0,8316.0,1200.0,49116.0,202407011024
1000000117,524,1,-1.0,2025-01-19 22:11:00,-1.0,2254,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0,202501192211
1000000118,1229,1,-1.0,2025-08-16 15:04:00,-1.0,3390,FULFILLED,ARS,38808.0,8149.68,900.0,47857.68,202508161504
1000000119,458,2,4.0,2025-07-16 11:54:00,4.0,4,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0,202507161154
1000000120,68,1,-1.0,2024-04-18 21:41:00,-1.0,2653,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,202404182141
1000000121,959,2,4.0,2024-12-20 05:03:00,4.0,4,FULFILLED,ARS,37620.0,7900.2,0.0,45520.2,202412200503
1000000122,356,2,1.0,2025-08-30 14:57:00,1.0,1,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0,202508301457
1000000123,530,1,-1.0,2025-06-24 08:51:00,-1.0,1001,CANCELLED,ARS,14700.0,3087.0,1200.0,18987.0,202506240851
1000000124,1420,1,-1.0,2024-02-06 12:15:00,-1.0,4004,FULFILLED,ARS,54684.0,11483.64,1200.0,67367.64,202402061215
1000000125,279,2,3.0,2024-07-09 08:16:00,3.0,3,FULFILLED,ARS,51300.0,10773.0,0.0,62073.0,202407090816
1000000126,779,2,3.0,2024-06-12 02:24:00,3.0,3,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0,202406120224
1000000127,1383,1,-1.0,2024-02-28 13:19:00,-1.0,3113,FULFILLED,ARS,56850.0,11938.5,1200.0,69988.5,202402281319
1000000128,1189,1,-1.0,2025-04-20 09:16:00,-1.0,2352,CANCELLED,ARS,82620.0,17350.2,1500.0,101470.2,202504200916
1000000129,1016,1,-1.0,2025-09-17 22:24:00,-1.0,4036,FULFILLED,ARS,62280.0,13078.8,1500.0,76858.8,202509172224
1000000130,595,2,3.0,2025-05-21 02:27:00,3.0,3,PAID,ARS,12150.0,2551.5,0.0,14701.5,202505210227
1000000131,902,2,4.0,2024-01-25 03:24:00,4.0,4,FULFILLED,ARS,39600.0,8316.0,0.0,47916.0,202401250324
1000000132,317,1,-1.0,2024-07-26 17:23:00,-1.0,3542,FULFILLED,ARS,26460.0,5556.6,1200.0,33216.6,202407261723
1000000133,1229,2,2.0,2024-06-14 15:46:00,2.0,2,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0,202406141546
1000000134,279,2,3.0,2024-01-06 02:05:00,3.0,3,FULFILLED,ARS,62280.0,13078.8,0.0,75358.8,202401060205
1000000135,1498,2,4.0,2024-05-30 07:35:00,4.0,4,PAID,ARS,33000.0,6930.0,0.0,39930.0,202405300735
1000000136,140,1,-1.0,2025-01-20 19:30:00,-1.0,2769,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0,202501201930
1000000137,1115,1,-1.0,2024-11-15 23:46:00,-1.0,3541,PAID,ARS,11760.0,2469.6,0.0,14229.6,202411152346
1000000138,1240,1,-1.0,2024-01-03 08:23:00,-1.0,2700,PAID,ARS,34200.0,7182.0,1500.0,42882.0,202401030823
1000000139,590,1,-1.0,2024-04-06 23:11:00,-1.0,2032,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0,202404062311
1000000140,645,2,3.0,2025-02-17 21:56:00,3.0,3,FULFILLED,ARS,13230.0,2778.3,0.0,16008.3,202502172156
1000000141,545,2,1.0,2024-11-30 21:24:00,1.0,1,REFUNDED,ARS,11880.0,2494.8,0.0,14374.8,202411302124
1000000142,1208,1,-1.0,2025-06-25 13:32:00,-1.0,2951,REFUNDED,ARS,50706.0,10648.26,1500.0,62854.26,202506251332
1000000143,551,2,1.0,2024-06-06 00:59:00,1.0,1,FULFILLED,ARS,66600.0,13986.0,0.0,80586.0,202406060059
1000000144,569,2,1.0,2024-02-09 12:30:00,1.0,1,CANCELLED,ARS,29700.0,6237.0,0.0,35937.0,202402091230
1000000145,1305,1,-1.0,2025-07-19 14:47:00,-1.0,4174,FULFILLED,ARS,30000.0,6300.0,1500.0,37800.0,202507191447
1000000146,280,1,-1.0,2024-05-05 01:52:00,-1.0,3727,FULFILLED,ARS,82687.5,17364.38,900.0,100951.88,202405050152
1000000147,1338,1,-1.0,2024-12-07 21:23:00,-1.0,2468,FULFILLED,ARS,59340.0,12461.4,900.0,72701.4,202412072123
1000000148,84,1,-1.0,2025-06-21 18:11:00,-1.0,3443,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,202506211811
1000000149,655,1,-1.0,2025-01-21 22:14:00,-1.0,2113,FULFILLED,ARS,13500.0,2835.0,900.0,17235.0,202501212214
1000000150,513,2,4.0,2025-05-30 23:20:00,4.0,4,FULFILLED,ARS,32340.0,6791.4,0.0,39131.4,202505302320
1000000151,884,2,3.0,2024-04-16 17:06:00,3.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,202404161706
1000000152,385,2,2.0,2024-01-08 00:18:00,2.0,2,FULFILLED,ARS,9720.0,2041.2,0.0,11761.2,202401080018
1000000153,723,2,2.0,2025-06-10 16:56:00,2.0,2,CANCELLED,ARS,10800.0,2268.0,0.0,13068.0,202506101656
1000000154,110,2,1.0,2024-07-01 13:02:00,1.0,1,PAID,ARS,42525.0,8930.25,0.0,51455.25,202407011302
1000000155,1197,1,-1.0,2024-02-12 00:38:00,-1.0,4121,FULFILLED,ARS,12000.0,2520.0,900.0,15420.0,202402120038
1000000156,833,2,2.0,2024-10-29 15:18:00,2.0,2,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5,202410291518
1000000157,371,2,3.0,2025-01-26 15:50:00,3.0,3,CANCELLED,ARS,59250.0,12442.5,0.0,71692.5,202501261550
1000000158,905,2,1.0,2024-04-24 23:37:00,1.0,1,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0,202404242337
1000000159,389,1,-1.0,2024-07-14 06:58:00,-1.0,1303,FULFILLED,ARS,12348.0,2593.08,1200.0,16141.08,202407140658
1000000160,1299,2,4.0,2024-06-13 10:29:00,4.0,4,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0,202406131029
1000000161,725,1,-1.0,2024-10-21 00:31:00,-1.0,3908,FULFILLED,ARS,45000.0,9450.0,900.0,55350.0,202410210031
1000000162,645,2,4.0,2025-07-31 20:20:00,4.0,4,PAID,ARS,22800.0,4788.0,0.0,27588.0,202507312020
1000000163,584,1,-1.0,2024-02-24 10:30:00,-1.0,1132,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0,202402241030
1000000164,436,1,-1.0,2025-02-22 06:18:00,-1.0,3758,FULFILLED,ARS,63000.0,13230.0,900.0,77130.0,202502220618
